lei,activity_year,action_taken,denial_reason_1,denial_reason_2,denial_reason_3,denial_reason_4,loan_purpose,occupancy_type,lien_status,loan_type,county_code,aus_1,construction_method,total_units,submission_of_application,initially_payable_to_institution,conforming_loan_limit,amortization,interest_only_payment,balloon_payment,negative_amortization,has_co_applicant,loan_amount,income,property_value,combined_loan_to_value_ratio,debt_to_income_ratio,open_end_line_of_credit,reverse_mortgage,business_or_commercial_purpose
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,315000,111000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,245000,195000,265000,89.715,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,1,185000,126000,215000,86.896,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,225000,85000,275000,79.872,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,205000,102000,305000,66.343,42,2,2,2
549300EXAMPLE000001,2024,3,6,3,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,395000,94000,525000,76.111,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,475000,105000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,365000,137000,465000,79.541,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,125000,100000,145000,88.461,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,2,1,1,2,1,C,1,2,2,2,0,325000,139000,335000,97.0,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,1,1,1,1,1,C,1,2,2,2,0,165000,72000,255000,65.912,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,255000,60000,325000,78.578,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,155000,109000,155000,97.0,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,305000,109000,315000,96.137,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,2,1,1,1,1,C,1,2,2,2,0,235000,55000,265000,87.421,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,295000,78000,305000,97.0,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,1,365000,103000,555000,65.651,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,455000,53000,515000,87.721,41,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,265000,72000,305000,87.408,49,2,2,2
549300EXAMPLE000001,2024,3,2,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,255000,49000,285000,89.832,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,345000,78000,435000,78.619,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,0,135000,50000,155000,86.674,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,2,1,C,1,2,2,2,1,235000,96000,295000,79.916,40,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,285000,79000,325000,85.521,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,295000,79000,385000,76.514,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,275000,82000,335000,81.839,39,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,305000,106000,345000,87.585,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,395000,91000,495000,79.033,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,315000,64000,445000,71.263,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,225000,84000,315000,70.526,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,0,405000,102000,455000,89.265,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12086,1,1,1,2,1,C,1,2,2,2,1,265000,68000,345000,75.086,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,215000,63000,235000,91.298,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,2,12011,2,1,1,1,1,C,1,2,2,2,1,165000,168000,165000,97.0,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,165000,85000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,0,115000,96000,155000,76.366,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,155000,105000,165000,89.912,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,365000,123000,395000,92.569,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,185000,45000,215000,84.448,,2,2,2
549300EXAMPLE000001,2024,3,6,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,175000,72000,185000,89.939,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,195000,135000,215000,89.927,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,315000,51000,365000,84.554,,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,225000,58000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,225000,72000,275000,81.346,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12011,1,1,1,1,1,C,1,2,2,2,0,95000,190000,135000,68.281,38,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,265000,83000,275000,97.0,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,245000,158000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,1,245000,91000,255000,95.603,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,215000,83000,265000,81.308,,2,2,2
549300EXAMPLE000001,2024,3,6,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,485000,43000,495000,96.688,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,215000,63000,215000,96.961,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,1,185000,107000,275000,66.032,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,425000,77000,435000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,175000,103000,245000,71.883,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,125000,133000,205000,61.206,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,0,195000,34000,285000,68.135,46,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,185000,88000,245000,73.877,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,125000,117000,125000,97.0,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,3,1,1,1,1,C,1,2,2,2,1,225000,85000,285000,77.016,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,1,235000,126000,265000,90.079,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,225000,96000,235000,97.0,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,185000,171000,205000,89.617,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,425000,59000,485000,88.129,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,195000,137000,275000,70.659,46,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,1,155000,99000,195000,75.694,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,315000,69000,355000,89.156,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,285000,305000,325000,87.307,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12099,1,1,1,1,1,C,1,2,2,2,1,215000,37000,285000,76.274,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,1,195000,260000,305000,65.065,43,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,1,265000,82000,335000,81.052,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,155000,95000,185000,84.775,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,225000,107000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12011,1,1,1,1,1,C,1,2,2,2,0,295000,144000,355000,82.159,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12099,2,1,1,2,1,C,1,2,2,2,1,295000,58000,335000,86.347,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,0,295000,78000,345000,84.601,,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,1,315000,120000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,215000,148000,275000,77.967,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,285000,119000,295000,97.0,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,145000,166000,205000,70.503,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,185000,158000,215000,87.822,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,205000,60000,225000,89.114,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12011,1,1,1,2,1,C,1,2,2,2,0,265000,64000,285000,93.78,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12099,3,1,1,2,1,C,1,2,2,2,1,255000,39000,295000,84.795,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,255000,67000,395000,65.618,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,375000,53000,505000,74.898,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,505000,148000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,255000,66000,255000,97.0,,2,2,2
549300EXAMPLE000001,2024,3,1,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,295000,70000,325000,91.43,47,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,245000,92000,265000,94.141,48,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,0,225000,151000,255000,89.403,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,165000,70000,205000,80.993,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,0,295000,158000,355000,83.123,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,2,1,C,1,2,2,2,1,175000,202000,205000,87.524,46,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,145000,74000,155000,93.436,47,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,225000,65000,285000,77.35,41,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,375000,104000,385000,97.0,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12099,2,1,1,1,1,C,1,2,2,2,1,215000,77000,245000,85.366,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,205000,97000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,0,135000,61000,155000,90.031,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,85000,215000,125000,69.365,46,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,335000,149000,415000,80.901,44,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,235000,133000,295000,79.91,,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12099,1,1,1,2,1,C,1,2,2,2,0,155000,77000,195000,76.412,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,175000,50000,195000,88.339,47,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,2,1,1,1,1,C,1,2,2,2,1,205000,128000,215000,97.0,47,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,0,825000,120000,965000,85.115,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,255000,86000,415000,62.172,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,195000,156000,235000,82.769,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,205000,126000,285000,70.263,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,295000,101000,375000,79.303,,2,2,2
549300EXAMPLE000001,2024,3,9,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,1,475000,33000,495000,97.0,37,2,2,2
549300EXAMPLE000001,2024,3,,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,355000,63000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,375000,42000,415000,91.457,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,275000,118000,305000,89.801,37,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,1,295000,187000,375000,79.371,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,305000,92000,365000,85.242,40,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,125000,49000,135000,97.0,,2,2,2
549300EXAMPLE000001,2024,3,2,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,135000,74000,175000,81.796,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,32,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,255000,88000,265000,97.0,,2,2,2
549300EXAMPLE000001,2024,3,3,3,,,31,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,1,355000,231000,405000,88.385,,2,2,2
549300EXAMPLE000001,2024,3,3,3,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,295000,173000,305000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,355000,101000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,425000,79000,575000,72.85,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,0,265000,104000,355000,74.284,45,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,155000,111000,225000,68.762,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,185000,147000,205000,90.18,36,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,1,1,1,1,1,C,1,2,2,2,1,505000,138000,595000,84.474,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,165000,55000,225000,75.735,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,175000,90000,195000,88.442,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,265000,127000,285000,92.27,,2,2,2
549300EXAMPLE000001,2024,3,2,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,215000,83000,225000,94.596,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,115000,142000,135000,86.36,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,2,1,C,1,2,2,2,0,145000,106000,185000,81.415,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,285000,140000,325000,86.35,39,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,345000,66000,355000,106.0,,2,2,2
549300EXAMPLE000001,2024,3,,,,,31,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,275000,252000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,145000,107000,155000,92.635,36,2,2,2
549300EXAMPLE000001,2024,3,3,,,,32,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,285000,171000,325000,87.144,46,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,245000,54000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,285000,28000,395000,72.354,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,445000,112000,475000,94.352,36,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,245000,42000,275000,86.128,47,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,455000,56000,485000,94.105,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,105000,161000,125000,83.713,,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,265000,108000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,365000,131000,375000,96.744,44,2,2,2
549300EXAMPLE000001,2024,3,6,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,285000,318000,295000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,0,375000,48000,485000,78.116,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,355000,97000,405000,102.86,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12099,1,1,1,1,1,C,1,2,2,2,0,135000,156000,165000,77.18,43,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,2,12011,1,1,1,1,1,C,1,2,2,2,0,205000,59000,215000,97.0,39,2,2,2
549300EXAMPLE000001,2024,3,3,3,,,1,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,165000,74000,225000,73.077,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12011,3,1,1,1,1,C,1,2,2,2,0,305000,147000,315000,97.0,39,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,205000,111000,275000,73.493,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,315000,87000,325000,97.0,42,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12099,3,1,1,1,1,C,1,2,2,2,0,245000,127000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,2,12086,2,1,1,1,1,C,1,2,2,2,1,175000,74000,175000,96.419,,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,2,12086,1,1,1,2,1,C,1,2,2,2,1,495000,108000,505000,97.0,40,2,2,2
549300EXAMPLE000001,2024,3,9,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,275000,49000,315000,87.15,38,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,365000,170000,495000,73.585,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,135000,70000,245000,56.194,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12011,2,1,1,2,1,C,1,2,2,2,1,245000,74000,255000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,1,275000,88000,335000,81.58,,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,235000,99000,245000,97.0,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,0,245000,117000,265000,93.541,40,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,125000,98000,135000,97.0,45,2,2,2
549300EXAMPLE000001,2024,1,,,,,32,1,1,2,12086,1,1,1,2,1,C,1,2,2,2,0,575000,191000,585000,96.633,,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,255000,87000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,3,1,1,1,1,C,1,2,2,2,0,235000,175000,295000,79.301,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12011,1,1,1,1,1,C,1,2,2,2,1,585000,87000,695000,83.833,45,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,0,205000,125000,265000,78.012,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,305000,57000,325000,92.703,49,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,2,12086,1,1,1,1,1,C,1,2,2,2,0,385000,89000,395000,97.0,37,2,2,2
549300EXAMPLE000001,2024,3,4,,,,1,1,1,2,12086,3,1,1,1,1,C,1,2,2,2,1,185000,249000,205000,88.622,46,2,2,2
549300EXAMPLE000001,2024,2,,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,475000,180000,485000,97.0,,2,2,2
549300EXAMPLE000001,2024,3,3,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,245000,103000,295000,83.876,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,2,1,C,1,2,2,2,1,205000,135000,215000,96.35,36,2,2,2
549300EXAMPLE000001,2024,3,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,265000,121000,,,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,305000,81000,335000,92.185,43,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12011,2,1,1,1,1,C,1,2,2,2,1,285000,110000,435000,66.443,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,1,205000,83000,295000,71.439,46,2,2,2
549300EXAMPLE000001,2024,2,,,,,1,1,1,1,12099,1,1,1,1,1,C,1,2,2,2,1,275000,97000,365000,73.512,48,2,2,2
549300EXAMPLE000001,2024,3,1,,,,32,1,1,1,12086,1,1,1,1,1,C,1,2,2,2,0,275000,174000,305000,90.003,,2,2,2
549300EXAMPLE000001,2024,1,,,,,31,1,1,1,12086,2,1,1,1,1,C,1,2,2,2,0,185000,116000,265000,68.762,,2,2,2
549300EXAMPLE000001,2024,1,,,,,1,1,1,1,12011,1,1,1,2,1,C,1,2,2,2,1,365000,43000,505000,71.37,,2,2,2
